Id da RUN,Score,Deliveres,steps,seed,status
237,24,6,188,237,completed
238,53,6,149,238,completed
239,121,6,133,239,completed
240,-30,6,194,240,completed
241,-145,6,229,241,completed
242,-188,6,210,242,completed
243,-77,6,200,243,completed
244,27,6,167,244,completed
245,63,6,149,245,completed
246,-52,6,152,246,completed
247,11,6,172,247,completed
248,-75,6,221,248,completed
249,91,6,156,249,completed
250,-5,6,175,250,completed
251,-149,6,210,251,completed
252,-66,6,198,252,completed
253,-23,6,176,253,completed
254,144,6,128,254,completed
255,-168,6,202,255,completed
256,-81,6,212,256,completed
257,199,6,101,257,completed
258,183,6,98,258,completed
259,22,6,160,259,completed
260,-40,6,204,260,completed
261,37,6,160,261,completed
262,-85,6,230,262,completed
263,-202,6,242,263,completed
264,29,6,159,264,completed
265,59,6,161,265,completed
266,54,6,184,266,completed
267,-35,6,192,267,completed
268,33,6,191,268,completed
269,-94,6,211,269,completed
270,63,6,165,270,completed
271,69,6,155,271,completed
272,-38,6,175,272,completed
273,2,6,155,273,completed
274,-198,6,227,274,completed
275,N/A,N/A,N/A,275,timeout
276,70,6,135,276,completed
277,-66,6,221,277,completed
278,15,6,179,278,completed
279,-104,6,189,279,completed
280,-56,6,182,280,completed
281,-31,6,150,281,completed
282,56,6,149,282,completed
283,70,6,136,283,completed
284,-112,6,227,284,completed
285,20,6,176,285,completed
286,-227,6,242,286,completed
287,71,6,144,287,completed
288,93,6,164,288,completed
289,33,6,159,289,completed
290,36,6,181,290,completed
291,129,6,145,291,completed
292,-127,6,217,292,completed
293,-116,6,170,293,completed
294,-35,6,189,294,completed
295,73,6,137,295,completed
296,-105,6,199,296,completed
297,-142,6,231,297,completed
298,132,6,147,298,completed
299,39,6,176,299,completed
300,-136,6,214,300,completed
301,-37,6,170,301,completed
302,71,6,149,302,completed
303,79,6,152,303,completed
304,81,6,158,304,completed
305,134,6,143,305,completed
306,-114,6,196,306,completed
307,-107,6,209,307,completed
308,-78,6,185,308,completed
309,-23,6,194,309,completed
310,-51,6,204,310,completed
311,-15,6,173,311,completed
312,137,6,133,312,completed
313,-127,6,202,313,completed
314,79,6,142,314,completed
315,-43,6,179,315,completed
