Id da RUN,Score,Deliveres,steps,seed,status
239,117,6,135,239,completed
240,62,6,157,240,completed
241,-43,6,183,241,completed
242,-30,6,188,242,completed
243,11,6,177,243,completed
244,86,6,152,244,completed
245,97,6,147,245,completed
246,65,6,141,246,completed
247,-25,6,164,247,completed
248,-127,6,226,248,completed
249,91,6,156,249,completed
250,49,6,163,250,completed
